Draw,Year,Country,Artist,Male singer,Female Singer,Duo,Band,Experienced artist,Song,Language,Final,Host,Rank,Score,Countries Voting,Countries competing,Date of contest,Official video,Videocounts,Total Videocounts for round
21,2012,Malta,Kurt Calleja,1,,,,,"""This Is the Night""",English,1,,21,41,42,26,2012.05.26,cjhBsCop3Ys,590437,26424469
22,2012,Macedonia,Kaliopi,,1,,,1,"""Crno i belo"" (???? ? ????)",Macedonian,1,,13,71,42,26,2012.05.26,98FZchoQxvc,718279,26424469
23,2012,Ireland,Jedward,1,,1,,1,"""Waterline""",English,1,,19,46,42,26,2012.05.26,D_ViQfViDPo,679781,26424469
24,2012,Serbia,?eljko Joksimovi?,1,,,,1,"""Nije ljubav stvar""",Serbian,1,,3,214,42,26,2012.05.26,75weifR47m0,1168112,26424469
25,2012,Ukraine,Gaitana,,1,,,,"""Be My Guest""",English,1,,15,65,42,26,2012.05.26,i-LyyCxlSFc,498016,26424469
26,2012,Moldova,Pasha Parfeny,1,,,,1,"""L?utar""",English,1,,11,81,42,26,2012.05.26,3H7AILnPoio,366985,26424469
1,2013,Austria,Natˇlia Kelly,,1,,,1,"""Shine""",English,,,14,27,19,16,2013.05.14,1RPLzJ5hqYc,139075,7929280
2,2013,Estonia,Birgit,,1,,,1,"""Et uus saaks alguse""",Estonian,,,10,52,19,16,2013.05.14,02uHFbCN2JI,148417,7929280
3,2013,Slovenia,Hannah,,1,,,1,"""Straight into Love""",English,,,16,8,19,16,2013.05.14,SqL0SP3zARg,277760,7929280
4,2013,Croatia,Klapa s Mora,1,,,1,,"""Mi?erja""",Croatian,,,13,38,19,16,2013.05.14,qdESBf3UFQI,144222,7929280
5,2013,Denmark,Emmelie de Forest,,1,,,,"""Only Teardrops""",English,,,1,167,19,16,2013.05.14,k59E7T0H-Us,1483618,7929280
6,2013,Russia,Dina Garipova,,1,,,,"""What If""",English,,,2,156,19,16,2013.05.14,1VwzdeRNjtA,608762,7929280
7,2013,Ukraine,Zlata Ognevich,,1,,,,"""Gravity""",English,,,3,140,19,16,2013.05.14,#NAME?,1302871,7929280
8,2013,Netherlands,Anouk,,1,,,1,"""Birds""",English,,,6,75,19,16,2013.05.14,1vtOwHHDAFc,317056,7929280
9,2013,Montenegro,Who See,1,,1,,1,"""Igranka"" (???????)",Montenegrin,,,12,41,19,16,2013.05.14,8BmHI_57vJk,1575078,7929280
10,2013,Lithuania,Andrius Pojavis,1,,,,1,"""Something""",English,,,9,53,19,16,2013.05.14,MCZ6RRwKcIE,272577,7929280
11,2013,Belarus,Alyona Lanskaya,,1,,,,"""Solayoh""",English,,,7,64,19,16,2013.05.14,N4S4m9R-ffA,207455,7929280
12,2013,Moldova,Aliona Moon,,1,,,,"""O mie""",Romanian,,,4,95,19,16,2013.05.14,a2MAIExkd7I,62949,7929280
13,2013,Ireland,Ryan Dolan,1,,,,,"""Only Love Survives""",English,,,8,54,19,16,2013.05.14,iGaZKoim43U,139083,7929280
14,2013,Cyprus,Despina Olympiou,,1,,,1,"""An me thimase"" (A? ?å ????ÜÖ?)",Greek,,,15,11,19,16,2013.05.14,OEd1TsVBo9U,154672,7929280
15,2013,Belgium,Roberto Bellarosa,1,,,,,"""Love Kills""",English,,,5,75,19,16,2013.05.14,C9uExokZcIM,280202,7929280
16,2013,Serbia,Moje 3,,1,,1,,"""Ljubav je svuda"" (????? ?? ?????)",Serbian,,,11,46,19,16,2013.05.14,LW7TAdytfww,815483,7929280
1,2013,Latvia,PeR,1,,,1,1,"""Here We Go""",English,,,17,13,20,17,2013.05.16,P4lwr-zMSnM,133267,5993743
2,2013,San Marino,Valentina Monetta,,1,,,1,"""Crisalide (Vola)""",Italian,,,11,47,20,17,2013.05.16,xi8mZ2ejLcE,338047,5993743
3,2013,Macedonia,EsmaòandòLozano,1,1,1,,1,"""Pred da se razdeni"" (???? ?? ?? ???????)","Macedonian,òRomani",,,16,28,20,17,2013.05.16,#NAME?,235523,5993743
4,2013,Azerbaijan,Farid Mammadov,1,,,,,"""Hold Me""",English,,,1,139,20,17,2013.05.16,r5egVzkZGTg,1266009,5993743
5,2013,Finland,Krista Siegfrids,,1,,,,"""Marry Me""",English,,,9,64,20,17,2013.05.16,FdU02F9lT2g,285673,5993743
6,2013,Malta,Gianluca,1,,,,,"""Tomorrow""",English,,,4,118,20,17,2013.05.16,8WmJXIR9xtw,371202,5993743
7,2013,Bulgaria,Elitsa Todorova and Stoyan Yankoulov,1,1,1,,1,"""Samo shampioni"" (???? ????????)",Bulgarian,,,12,45,20,17,2013.05.16,bExp3aNOFsE,278393,5993743
8,2013,Iceland,Eythor Ingi,1,,,,1,"""êg ˇ l≠f""",Icelandic,,,6,72,20,17,2013.05.16,PtunhyMW1hM,267336,5993743
9,2013,Greece,Koza Mostraòfeat.òAgathon Iakovidis,1,,,1,1,"""Alcohol Is Free""",Greek,,,2,121,20,17,2013.05.16,G3k2MOJOkKg,542617,5993743
10,2013,Israel,Moran Mazor,,1,,,,"""Rak Bishvilo"" (?? ??????)",Hebrew,,,14,40,20,17,2013.05.16,rYuSe5h-rrg,203456,5993743
11,2013,Armenia,Dorians,1,,,1,1,"""Lonely Planet""",English,,,7,69,20,17,2013.05.16,JSs03Sp-4ME,180687,5993743
12,2013,Hungary,ByeAlex,1,,,,,"""Kedvesem"" (Zoohacker Remix)",Hungarian,,,8,66,20,17,2013.05.16,UmjsIhihJMY,215828,5993743
13,2013,Norway,Margaret Berger,,1,,,1,"""I Feed You My Love""",English,,,3,120,20,17,2013.05.16,gjm-kCOMaPY,624030,5993743
14,2013,Albania,Adrian LulgjurajòandòBledar Sejko,1,,1,,1,"""Identitet""",Albanian,,,15,31,20,17,2013.05.16,_Pf-ZCI-UuA,266316,5993743
15,2013,Georgia,Nodi TatishviliòandòSophie Gelovani,1,1,1,,1,"""Waterfall""",English,,,10,63,20,17,2013.05.16,CvdcRmzuXKM,180264,5993743
16,2013,Switzerland,Takasa2,1,1,,1,,"""You and Me""",English,,,13,41,20,17,2013.05.16,fBGpqq2LFSQ,334655,5993743
17,2013,Romania,Cezar,1,,,,,"""It's My Life""",English,,,5,83,20,17,2013.05.16,8pNEEb6dzi8,270440,5993743
1,2013,France,Amandine Bourgeois,,1,,,1,"""L'enfer et moi""",French,1,,23,14,39,26,2013.05.18,YQJaab8j4fU,473595,17783087
2,2013,Lithuania,Andrius Pojavis,1,,,,1,"""Something""",English,1,,22,17,39,26,2013.05.18,MCZ6RRwKcIE,463940,17783087
3,2013,Moldova,Aliona Moon,,1,,,,"""O mie""",Romanian,1,,11,71,39,26,2013.05.18,a2MAIExkd7I,150443,17783087
4,2013,Finland,Krista Siegfrids,,1,,,,"""Marry Me""",English,1,,24,13,39,26,2013.05.18,FdU02F9lT2g,386413,17783087
5,2013,Spain,ESDM,,1,,1,1,"""Contigo hasta el final""",Spanish,1,,25,8,39,26,2013.05.18,Q5m8aCZSvws,364627,17783087
6,2013,Belgium,Roberto Bellarosa,1,,,,,"""Love Kills""",English,1,,12,71,39,26,2013.05.18,C9uExokZcIM,508047,17783087
7,2013,Estonia,Birgit,,1,,,1,"""Et uus saaks alguse""",Estonian,1,,20,19,39,26,2013.05.18,02uHFbCN2JI,206219,17783087
8,2013,Belarus,Alyona Lanskaya,,1,,,,"""Solayoh""",English,1,,16,48,39,26,2013.05.18,N4S4m9R-ffA,357217,17783087
9,2013,Malta,Gianluca,1,,,,,"""Tomorrow""",English,1,,8,120,39,26,2013.05.18,8WmJXIR9xtw,535343,17783087
10,2013,Russia,Dina Garipova,,1,,,,"""What If""",English,1,,5,174,39,26,2013.05.18,1VwzdeRNjtA,931380,17783087
11,2013,Germany,Cascada,,1,,1,1,"""Glorious""",English,1,,21,18,39,26,2013.05.18,s8LPaowU9js,760793,17783087
12,2013,Armenia,Dorians,1,,,1,1,"""Lonely Planet""",English,1,,18,41,39,26,2013.05.18,JSs03Sp-4ME,227866,17783087
13,2013,Netherlands,Anouk,,1,,,1,"""Birds""",English,1,,9,114,39,26,2013.05.18,1vtOwHHDAFc,484050,17783087
14,2013,Romania,Cezar,1,,,,,"""It's My Life""",English,1,,13,65,39,26,2013.05.18,8pNEEb6dzi8,379815,17783087
15,2013,United Kingdom,Bonnie Tyler,,1,,,1,"""Believe in Me""",English,1,,19,23,39,26,2013.05.18,HALTU11QE6g,602898,17783087
16,2013,Sweden,Robin Stjernberg,1,,,,1,"""You""",English,1,,14,62,39,26,2013.05.18,jBUJ0u7ZVaE,766686,17783087
17,2013,Hungary,ByeAlex,1,,,,,"""Kedvesem"" (Zoohacker Remix)",Hungarian,1,,10,84,39,26,2013.05.18,UmjsIhihJMY,333862,17783087
18,2013,Denmark,Emmelie de Forest,,1,,,,"""Only Teardrops""",English,1,,1,281,39,26,2013.05.18,k59E7T0H-Us,3442397,17783087
19,2013,Iceland,Eythor Ingi,1,,,,1,"""êg ˇ l≠f""",Icelandic,1,,17,47,39,26,2013.05.18,PtunhyMW1hM,345542,17783087
20,2013,Azerbaijan,Farid Mammadov,1,,,,,"""Hold Me""",English,1,,2,234,39,26,2013.05.18,r5egVzkZGTg,1708586,17783087
21,2013,Greece,Koza Mostraòfeat.òAgathon Iakovidis,1,,,1,1,"""Alcohol Is Free""",Greek,1,,6,152,39,26,2013.05.18,G3k2MOJOkKg,859318,17783087
22,2013,Ukraine,Zlata Ognevich,,1,,,,"""Gravity""",English,1,,3,214,39,26,2013.05.18,#NAME?,1473875,17783087
23,2013,Italy,Marco Mengoni,1,,,,1,"""L'essenziale""",Italian,1,,7,126,39,26,2013.05.18,X2C-ePvHfAs,634342,17783087
24,2013,Norway,Margaret Berger,,1,,,1,"""I Feed You My Love""",English,1,,4,191,39,26,2013.05.18,gjm-kCOMaPY,991129,17783087
25,2013,Georgia,Nodi TatishviliòandòSophie Gelovani,1,1,1,,1,"""Waterfall""",English,1,,15,50,39,26,2013.05.18,CvdcRmzuXKM,211792,17783087
26,2013,Ireland,Ryan Dolan,1,,,,,"""Only Love Survives""",English,1,,26,5,39,26,2013.05.18,iGaZKoim43U,182912,17783087
1,2014,Armenia,Aram MP3,1,,,,,"""Not Alone""",English,,,4,121,19,16,2014.05.06,ChkJpnOgIwQ,3042587,11350834
2,2014,Latvia,Aarzemnieki,1,,,1,,"""Cake to Bake""","English,òLatvian",,,13,33,19,16,2014.05.06,L7CL8anA1hQ,302640,11350834
3,2014,Estonia,Tanja,,1,,,1,"""Amazing""",English,,,12,36,19,16,2014.05.06,7VRSXRXBWCs,356565,11350834
4,2014,Sweden,Sanna Nielsen,,1,,,1,"""Undo""",English,,,2,131,19,16,2014.05.06,XdXXnX5BvGY,785540,11350834
5,2014,Iceland,Pollap?nk,1,,,1,1,"""No Prejudice""",English,,,8,61,19,16,2014.05.06,TwfGKEIn5xw,307819,11350834
6,2014,Albania,Hersi,,1,,,1,"""One Night's Anger""",English,,,15,22,19,16,2014.05.06,J4ABpIspdic,289884,11350834
7,2014,Russia,Tolmachevy Sisters,,1,1,,1,"""Shine""",English,,,6,63,19,16,2014.05.06,MPI7AnD_QS8,836252,11350834
8,2014,Azerbaijan,Dilara Kazimova,,1,,,1,"""Start a Fire""",English,,,9,57,19,16,2014.05.06,ipQswujA5gw,1414930,11350834
9,2014,Ukraine,Mariya Yaremchuk,,1,,,,"""Tick-Tock""",English,,,5,118,19,16,2014.05.06,sdAf2EjhRiE,900194,11350834
10,2014,Belgium,Axel Hirsoux,1,,,,,"""Mother""",English,,,14,28,19,16,2014.05.06,APWpOkRQoiY,244783,11350834
11,2014,Moldova,Cristina Scarlat,,1,,,1,"""Wild Soul""",English,,,16,13,19,16,2014.05.06,z_E12QokqAs,231044,11350834
12,2014,San Marino,Valentina Monetta,,1,,,1,"""Maybe""",English,,,10,40,19,16,2014.05.06,vt_3yms1PcM,286626,11350834
13,2014,Portugal,Suzy,,1,,,1,"""Quero ser tua""",Portuguese,,,11,39,19,16,2014.05.06,CcTiPW-X8q4,258673,11350834
14,2014,Netherlands,The Common Linnets,1,1,1,,1,"""Calm After the Storm""",English,,,1,150,19,16,2014.05.06,hkrF8uC92O4,550057,11350834
15,2014,Montenegro,Sergej ?etkovi?,1,,,,1,"""Moj svijet"" (??? ??????)",Montenegrin,,,7,63,19,16,2014.05.06,Xym7CQFFTOU,1033016,11350834
16,2014,Hungary,Andrˇs Kˇllay-Saunders,1,,,,,"""Running""",English,,,3,127,19,16,2014.05.06,QzfRDZmuFUI,510224,11350834
1,2014,Malta,Firelight,1,,,1,,"""Coming Home""",English,,,9,63,18,15,2014.05.08,Qxi5C-lGX2Y,397389,6433010
2,2014,Israel,Mei Finegold,,1,,,1,"""Same Heart""","English,òHebrew",,,14,19,18,15,2014.05.08,_uB4JMw4ctc,944115,6433010
3,2014,Norway,Carl Espen,1,,,,,"""Silent Storm""",English,,,6,77,18,15,2014.05.08,2LBOjxBty8U,483626,6433010
4,2014,Georgia,The ShinòandòMariko,,1,,1,1,"""Three Minutes to Earth""",English,,,15,15,18,15,2014.05.08,o9ixkdkbieU,282583,6433010
5,2014,Poland,Donatanò&òCleo,1,1,1,,1,"""My S?owianie - We Are Slavic""","Polish, English",,,8,70,18,15,2014.05.08,syMhJMmGEIc,1446700,6433010
6,2014,Austria,Conchita Wurst,,1,,,1,"""Rise Like a Phoenix""",English,,,1,169,18,15,2014.05.08,ToqNa0rqUtY,0,6433010
7,2014,Lithuania,Vilija,,1,,,1,"""Attention""",English,,,11,36,18,15,2014.05.08,PWi0zF6bFto,402098,6433010
8,2014,Finland,Softengine,1,,,1,,"""Something Better""",English,,,3,97,18,15,2014.05.08,a-NSVFBKU-4,418238,6433010
9,2014,Ireland,Can-Linnòfeat.òKasey Smith,,1,,1,,"""Heartbeat""",English,,,12,35,18,15,2014.05.08,Zc14AzCXUgQ,360009,6433010
10,2014,Belarus,Teo,1,,,,,"""Cheesecake""",English,,,5,87,18,15,2014.05.08,0Qe7YmYgowM,466706,6433010
11,2014,Macedonia,Tijana,,1,,,1,"""To the Sky""",English,,,13,33,18,15,2014.05.08,OyY6Rwys7kE,142723,6433010
12,2014,Switzerland,Sebalter,1,,,,1,"""Hunter of Stars""",English,,,4,92,18,15,2014.05.08,kjWG0oNpWog,333480,6433010
13,2014,Greece,Freaky Fortuneòfeat.òRiskyKidd,1,,1,,,"""Rise Up""",English,,,7,74,18,15,2014.05.08,z8QIbL9i2MU,348161,6433010
14,2014,Slovenia,Tinkara Kova?,,1,,,1,"""Round and Round""","English,òSlovene",,,10,52,18,15,2014.05.08,ZMpNkCOMaGU,300600,6433010
15,2014,Romania,Paula Selingò&òOvi,1,1,1,,,"""Miracle""",English,,,2,125,18,15,2014.05.08,rVTGnT3Bur0,106582,6433010
1,2014,Ukraine,Mariya Yaremchuk,,1,,,,"""Tick-Tock""",English,1,,6,113,37,26,2014.05.10,sdAf2EjhRiE,1443995,25611799
2,2014,Belarus,Teo,1,,,,,"""Cheesecake""",English,1,,16,43,37,26,2014.05.10,0Qe7YmYgowM,726201,25611799
3,2014,Azerbaijan,Dilara Kazimova,,1,,,1,"""Start a Fire""",English,1,,22,33,37,26,2014.05.10,ipQswujA5gw,1704525,25611799
4,2014,Iceland,Pollap?nk,1,,,1,1,"""No Prejudice""",English,1,,15,58,37,26,2014.05.10,TwfGKEIn5xw,505054,25611799
5,2014,Norway,Carl Espen,1,,,,,"""Silent Storm""",English,1,,8,88,37,26,2014.05.10,2LBOjxBty8U,679723,25611799
6,2014,Romania,Paula Selingò&òOvi,1,1,1,,,"""Miracle""",English,1,,12,72,37,26,2014.05.10,rVTGnT3Bur0,193298,25611799
7,2014,Armenia,Aram MP3,1,,,,,"""Not Alone""",English,1,,4,174,37,26,2014.05.10,ChkJpnOgIwQ,4080648,25611799
8,2014,Montenegro,Sergej ?etkovi?,1,,,,1,"""Moj svijet"" (??? ??????)",Montenegrin,1,,19,37,37,26,2014.05.10,Xym7CQFFTOU,1259201,25611799
9,2014,Poland,Donatanò&òCleo,1,1,1,,1,"""My S?owianie ? We Are Slavic""","Polish, English",1,,14,62,37,26,2014.05.10,syMhJMmGEIc,2442506,25611799
10,2014,Greece,Freaky Fortuneòfeat.òRiskyKidd,1,,1,,,"""Rise Up""",English,1,,20,35,37,26,2014.05.10,z8QIbL9i2MU,456999,25611799
11,2014,Austria,Conchita Wurst,,1,,,1,"""Rise Like a Phoenix""",English,1,,1,290,37,26,2014.05.10,ToqNa0rqUtY,0,25611799
12,2014,Germany,Elaiza,,1,,1,,"""Is It Right""",English,1,,18,39,37,26,2014.05.10,mTC-4YO_5eE,278602,25611799
13,2014,Sweden,Sanna Nielsen,,1,,,1,"""Undo""",English,1,,3,218,37,26,2014.05.10,XdXXnX5BvGY,1316129,25611799
14,2014,France,TWIN TWIN,1,,,1,1,"""Moustache""",French,1,,26,2,37,26,2014.05.10,hWJFfnHNOWI,1315426,25611799
15,2014,Russia,Tolmachevy Sisters,,1,1,,1,"""Shine""",English,1,,7,89,37,26,2014.05.10,MPI7AnD_QS8,1367202,25611799
16,2014,Italy,Emma,,1,,,1,"""La mia citt?""",Italian,1,,21,33,37,26,2014.05.10,Si9K0ChHzDI,1287735,25611799
17,2014,Slovenia,Tinkara Kova?,,1,,,1,"""Round and Round""","English,òSlovene",1,,25,9,37,26,2014.05.10,ZMpNkCOMaGU,400438,25611799
18,2014,Finland,Softengine,1,,,1,,"""Something Better""",English,1,,11,72,37,26,2014.05.10,a-NSVFBKU-4,644007,25611799
19,2014,Spain,Ruth Lorenzo,,1,,,1,"""Dancing in the Rain""","English,òSpanish",1,,10,74,37,26,2014.05.10,P9R96ZoWJBU,0,25611799
20,2014,Switzerland,Sebalter,1,,,,1,"""Hunter of Stars""",English,1,,13,64,37,26,2014.05.10,kjWG0oNpWog,566957,25611799
21,2014,Hungary,Andrˇs Kˇllay-Saunders,1,,,,,"""Running""",English,1,,5,143,37,26,2014.05.10,QzfRDZmuFUI,850121,25611799
22,2014,Malta,Firelight,1,,,1,,"""Coming Home""",English,1,,23,32,37,26,2014.05.10,Qxi5C-lGX2Y,514692,25611799
23,2014,Denmark,Basim,1,,,,1,"""Clich? Love Song""",English,1,,9,74,37,26,2014.05.10,fn8DzOcpQas,785092,25611799
24,2014,Netherlands,The Common Linnets,1,1,1,,1,"""Calm After the Storm""",English,1,,2,238,37,26,2014.05.10,hkrF8uC92O4,1275216,25611799
25,2014,San Marino,Valentina Monetta,,1,,,1,"""Maybe""",English,1,,24,14,37,26,2014.05.10,vt_3yms1PcM,387459,25611799
26,2014,United Kingdom,Molly,,1,,,1,"""Children of the Universe""",English,1,,17,40,37,26,2014.05.10,fFqYbibLh8k,1130573,25611799
1,2015,Moldova,Eduard Romanyuta,1,,,,1,"""I Want Your Love""",English,,,11,41,20,16,2015.05.19,mVN723iwj8c,1113144,22944663
2,2015,Armenia,Genealogy,1,1,,1,1,"""Face the Shadow""",English,,,7,77,20,16,2015.05.19,VVVvgD0-Mu0,1760433,22944663
3,2015,Belgium,Lo?c Nottet,1,,,,,"""Rhythm Inside""",English,,,2,149,20,16,2015.05.19,xV2b3L1K6_c,1715515,22944663
4,2015,Netherlands,Trijntje Oosterhuis,,1,,,1,"""Walk Along""",English,,,14,33,20,16,2015.05.19,eSZwKW3RqT0,945384,22944663
5,2015,Finland,Pertti Kurikan Nimip?iv?t,1,,,1,1,"""Aina mun pit??""",Finnish,,,16,13,20,16,2015.05.19,OR6BixXmo08,615923,22944663
6,2015,Greece,Maria Elena Kyriakou,,1,,,,"""One Last Breath""",English,,,6,81,20,16,2015.05.19,v7xKMnNcVdM,669094,22944663
7,2015,Estonia,Elina Bornò&òStig R?sta,1,1,,,,"""Goodbye to Yesterday""",English,,,3,105,20,16,2015.05.19,xz0PTmUDQMc,961980,22944663
8,2015,Macedonia,Daniel Kajmakoski,1,,,,,"""Autumn Leaves""",English,,,15,28,20,16,2015.05.19,t8QCt6CJCHc,1115953,22944663
9,2015,Serbia,Bojana Stamenov,,1,,,,"""Beauty Never Lies""",English,,,9,63,20,16,2015.05.19,6zCz_fJa1yA,736379,22944663
10,2015,Hungary,Boggie,,1,,,,"""Wars for Nothing""",English,,,8,67,20,16,2015.05.19,Z52QQG1hboo,500793,22944663
11,2015,Belarus,Uzariò&òMaimuna,1,1,1,,,"""Time""",English,,,12,39,20,16,2015.05.19,M8ZADtaAvDA,1263443,22944663
12,2015,Russia,Polina Gagarina,,1,,,1,"""A Million Voices""",English,,,1,182,20,16,2015.05.19,jBVY7Glcd84,5421272,22944663
13,2015,Denmark,Anti Social Media,1,,,1,1,"""The Way You Are""",English,,,13,33,20,16,2015.05.19,g8u3_DsIN2E,401953,22944663
14,2015,Albania,Elhaida Dani,,1,,,1,"""I'm Alive""",English,,,10,62,20,16,2015.05.19,lZJdWUmxxZw,3563566,22944663
15,2015,Romania,Voltaj,1,,,1,1,"""De la cap?t""","Romanian, English",,,5,89,20,16,2015.05.19,WA3wOKHpzEU,656568,22944663
16,2015,Georgia,Nina Sublatti,,1,,,,"""Warrior""",English,,,4,98,20,16,2015.05.19,RZrRQSI_pcQ,1503263,22944663
1,2015,Lithuania,Monika Linkyt?ò&òVaidas Baumila,1,1,1,,,"""This Time""",English,,,7,67,21,17,2015.05.21,1Cqk5ZdrfSk,676740,17985768
2,2015,Ireland,Molly Sterling,,1,,,,"""Playing with Numbers""",English,,,12,35,21,17,2015.05.21,NWiEsf65Rxo,235780,17985768
3,2015,San Marino,Anita Simonciniò&òMichele Perniola,1,1,1,,,"""Chain of Lights""",English,,,16,11,21,17,2015.05.21,l5of_gx0kjA,484306,17985768
4,2015,Montenegro,Knez,1,,,,1,"""Adio""",Montenegrin,,,9,57,21,17,2015.05.21,4giAO-2aICo,1187151,17985768
5,2015,Malta,Amber,,1,,,,"""Warrior""",English,,,11,43,21,17,2015.05.21,wevxW3l_tkg,857929,17985768
6,2015,Norway,M?rlandò&òDebrah Scarlett,1,1,1,,,"""A Monster Like Me""",English,,,4,123,21,17,2015.05.21,U1td70yaoS8,1082665,17985768
7,2015,Portugal,Leonor Andrade,,1,,,,"""Hˇ um mar que nos separa""",Portuguese,,,14,19,21,17,2015.05.21,xowMYNzYWbE,425317,17985768
8,2015,Czech Republic,Marta Jandovˇò&òVˇclav Noid Bˇrta,1,1,1,,1,"""Hope Never Dies""",English,,,13,33,21,17,2015.05.21,P_o44RdxYTY,703961,17985768
9,2015,Israel,Nadav Guedj,1,,,,,"""Golden Boy""",English,,,3,151,21,17,2015.05.21,NdxOCTezeTg,1447272,17985768
10,2015,Latvia,Aminata,,1,,,,"""Love Injected""",English,,,2,155,21,17,2015.05.21,fnVbR98J7Q4,590826,17985768
11,2015,Azerbaijan,Elnur Huseynov,1,,,,1,"""Hour of the Wolf""",English,,,10,53,21,17,2015.05.21,kYsj1fFE1Xw,5574686,17985768
12,2015,Iceland,Maria Olafs,,1,,,,"""Unbroken""",English,,,15,14,21,17,2015.05.21,sov_pE1cdFY,1192103,17985768
13,2015,Sweden,M?ns Zelmerl?w,1,,,,1,"""Heroes""",English,,,1,217,21,17,2015.05.21,AoO1V_eOEPA,1298241,17985768
14,2015,Switzerland,M?lanie Ren?,,1,,,,"""Time to Shine""",English,,,17,4,21,17,2015.05.21,_n_pXW3p74Q,616262,17985768
15,2015,Cyprus,John Karayiannis,1,,,,,"""One Thing I Should Have Done""",English,,,6,87,21,17,2015.05.21,tXU2Hehc4wY,393258,17985768
16,2015,Slovenia,Maraaya,1,1,1,,,"""Here for You""",English,,,5,92,21,17,2015.05.21,-5JIY7qgzgU,779854,17985768
17,2015,Poland,Monika Kuszy?ska,,1,,,1,"""In the Name of Love""",English,,,8,57,21,17,2015.05.21,4fjWLzeQ9K8,439417,17985768
1,2015,Slovenia,Maraaya,1,1,1,,,"""Here for You""",English,1,,14,39,40,27,2015.05.23,,888487,56572947
2,2015,France,Lisa Angell,,1,,,1,"""N'oubliez pas""",French,1,,25,4,40,27,2015.05.23,kG_WJU2s5ho,979372,56572947
3,2015,Israel,Nadav Guedj,1,,,,,"""Golden Boy""",English,1,,9,97,40,27,2015.05.23,,1982984,56572947
4,2015,Estonia,Elina Bornò&òStig R?sta,1,1,,,,"""Goodbye to Yesterday""",English,1,,7,106,40,27,2015.05.23,,1236034,56572947
5,2015,United Kingdom,Electro Velvet,1,1,1,,,"""Still in Love with You""",English,1,,24,5,40,27,2015.05.23,s6r1tUhl1cQ,2800078,56572947
6,2015,Armenia,Genealogy,1,1,,1,1,"""Face the Shadow""",English,1,,16,34,40,27,2015.05.23,,2129447,56572947
7,2015,Lithuania,Monika Linkyt?ò&òVaidas Baumila,1,1,1,,,"""This Time""",English,1,,18,30,40,27,2015.05.23,,860398,56572947
8,2015,Serbia,Bojana Stamenov,,1,,,,"""Beauty Never Lies""",English,1,,10,53,40,27,2015.05.23,,1065006,56572947
9,2015,Norway,M?rlandò&òDebrah Scarlett,1,1,1,,,"""A Monster Like Me""",English,1,,8,102,40,27,2015.05.23,,1365120,56572947
10,2015,Sweden,M?ns Zelmerl?w,1,,,,1,"""Heroes""",English,1,,1,365,40,27,2015.05.23,,2380236,56572947
11,2015,Cyprus,John Karayiannis,1,,,,,"""One Thing I Should Have Done""",English,1,,22,11,40,27,2015.05.23,,513667,56572947
12,2015,Australia,Guy Sebastian,1,,,,1,"""Tonight Again""",English,1,,5,196,40,27,2015.05.23,i7MwzRBEY_M,3076017,56572947
13,2015,Belgium,Lo?c Nottet,1,,,,,"""Rhythm Inside""",English,1,,4,217,40,27,2015.05.23,,3292023,56572947
14,2015,Austria,The Makemakes,1,,,1,,"""I Am Yours""",English,1,,26,0,40,27,2015.05.23,duW-PsDbysg,1183528,56572947
15,2015,Greece,Maria Elena Kyriakou,,1,,,,"""One Last Breath""",English,1,,19,23,40,27,2015.05.23,,1000274,56572947
16,2015,Montenegro,Knez,1,,,,1,"""Adio""",Montenegrin,1,,13,44,40,27,2015.05.23,,1506192,56572947
17,2015,Germany,Ann Sophie,,1,,,,"""Black Smoke""",English,1,,27,0,40,27,2015.05.23,W7u4RwkNAY0,1484167,56572947
18,2015,Poland,Monika Kuszy?ska,,1,,,1,"""In the Name of Love""",English,1,,23,10,40,27,2015.05.23,,557428,56572947
19,2015,Latvia,Aminata,,1,,,,"""Love Injected""",English,1,,6,186,40,27,2015.05.23,,885308,56572947
20,2015,Romania,Voltaj,1,,,1,1,"""De la capat""","Romanian, English",1,,15,35,40,27,2015.05.23,,1022314,56572947
21,2015,Spain,Edurne,,1,,,1,"""Amanecer""",Spanish,1,,21,15,40,27,2015.05.23,9-g92hNNbPQ,2400157,56572947
22,2015,Hungary,Boggie,,1,,,,"""Wars for Nothing""",English,1,,20,19,40,27,2015.05.23,,784627,56572947
23,2015,Georgia,Nina Sublatti,,1,,,,"""Warrior""",English,1,,11,51,40,27,2015.05.23,,2067422,56572947
24,2015,Azerbaijan,Elnur Huseynov,1,,,,1,"""Hour of the Wolf""",English,1,,12,49,40,27,2015.05.23,,6170265,56572947
25,2015,Russia,Polina Gagarina,,1,,,1,"""A Million Voices""",English,1,,2,303,40,27,2015.05.23,,7910110,56572947
26,2015,Albania,Elhaida Dani,,1,,,1,"""I'm Alive""",English,1,,17,34,40,27,2015.05.23,,4578396,56572947
27,2015,Italy,Il Volo,1,,,1,1,"""Grande amore""",Italian,1,,3,292,40,27,2015.05.23,4TEpHTVWXnM,2453890,56572947
